idx,sentenceID,punType,sentenceType,ambiguity,distinctiveness,sentence
307,68,near,pun,0.670713649887,8.27102446042,"They were the quietest burglars in the history of New York City. The newspapers called them 'Criminal Mimes.'"
308,74,near,pun,0.282748425561,7.53406146711,"What would be the brand name of the highest quality copy paper money could buy? The ream of the crop!"
309,254,near,nonpun,2.33551980735e-14,8.90620526542,"Hairdressers use scissors to cut people's hair."
310,292,near,nonpun,1.14781061849e-13,6.96520681246,"She arranged the newspapers in order by their dates."
311,55,near,pun,0.0546787724959,7.13947360883,"Some people have to get up for work at the crank of dawn."
312,247,near,nonpun,1.24862904466e-13,7.8348084066,"She decided to purchase a new car."
313,182,near,nonpun,3.64497928209e-06,6.87962349861,"He decided to donate his sperm."
314,178,near,nonpun,0.00302192575445,7.11481506746,"The dentist replaced two fillings I had lost.�"
315,20,near,pun,0.240417833646,6.98622128481,"Dentists don't like a hard day at the orifice."
316,278,near,nonpun,2.68707006241e-06,6.65403065907,"I have a magnet on my desk that holds paper clips."
317,177,near,nonpun,1.96948223673e-06,7.89486695707,"His dog has fleas."
318,243,near,nonpun,0.000326613074486,7.0596507464,"When he drinks wine, he starts acting sillier."
319,1,near,pun,0.564827297763,7.78019031041,"A circus truck driver refused to tow the lion."
320,317,near,nonpun,5.63634961303e-08,8.24374375061,"I love to eat chocolate sauce on vanilla ice cream."
321,174,near,nonpun,0.00257033619991,6.89579422229,"The owner behaves like a little Caesar with his employees."
322,185,near,nonpun,1.60194588291e-08,8.7814280048,"Our company pays everyone a bonus at the end of the year."
323,60,near,pun,0.00694691857316,7.55251108892,"The garden club visited the nursery and found themselves in a hosta environment."
324,162,near,nonpun,8.91816668872e-05,7.65544781851,"A dentist examines one tooth at a time."
325,24,near,pun,0.00419641356438,7.70784809197,"Grandparents faces are full of epoch marks."
326,186,near,nonpun,0.034661186241,7.77610424346,"My favorite creatures in Lord of the Rings are hobbits."
327,230,near,nonpun,1.18700307052e-07,8.4738405571,"Our airplane is flying at an altitude of 35,000 feet."
328,59,near,pun,3.69193021915e-08,10.9956570979,"The English Teacher felt odd after being fired: it was post grammatic stress disorder."
329,309,near,nonpun,0.000499181761246,6.61019744271,"She was caught littering and had to pay a fine."
330,212,near,nonpun,0.112733909382,7.50926984526,"The odor of old fish filled the air."
331,205,near,nonpun,0.553390292521,6.58722046778,"Her favorite flower is the fuchsia."
332,16,near,pun,0.656242811332,7.39870907523,"At a flower show the first prize is often a bloom ribbon."
333,240,near,nonpun,0.000969490565379,6.7254588609,"The scent of flowers relaxes me."
334,253,near,nonpun,2.13318580961e-12,7.06541982497,"It is possible to fly around the world in an airplane.�"
335,244,near,nonpun,6.10217981365e-07,6.96869004757,"I found a cat hair in my food."
336,248,near,nonpun,1.38933348752e-12,6.87052940841,"She gave herself a reward for working hard all year."
337,231,near,nonpun,5.52141882913e-06,6.84839883459,"The general has great presence."
338,75,near,pun,0.638900886922,6.84755520017,"What you seize is what you get."
339,265,near,nonpun,1.47922670757e-07,7.0556283329,"Our bones give us our shape."
340,295,near,nonpun,3.14323709597e-07,6.5067783297,"That drinking glass has a crack in it."
341,47,near,pun,2.54118521392e-07,7.98990414526,"One real estate agent said to another, House it going?"
342,70,near,pun,0.0299154217501,7.66067256232,"To become a pilot requires a good altitude."
343,320,near,nonpun,4.50329152861e-11,7.18346044775,"He has a good sense for business."
344,172,near,nonpun,0.00910228429484,8.20289608596,"She has good spatial skills; she knows how to build a house from plans on paper."
345,313,near,nonpun,4.33296135254e-10,8.99148370266,"A hurricane causes great destruction to buildings and trees."
346,308,near,nonpun,2.31628750104e-13,6.85589907147,"Great minds think alike."
347,163,near,nonpun,1.08255204922e-06,6.85424586092,"Cilia are hairlike projections on the surface of some cells."
348,25,near,pun,0.00697780245721,8.31679819871,"He labored so hard that he worked his fingers to the bonus."
349,42,near,pun,3.32861321693e-08,7.88460076441,"My heart starts Aiken when Clay sings."
350,170,near,nonpun,3.11871096214e-07,6.50860073312,"He is a stealer of hearts."
351,27,near,pun,0.0394889893072,7.22829891518,"I like the latest horror movie so much that I've arranged a private screaming."
352,210,near,nonpun,8.48357251604e-13,7.94442199474,"We have a small flower garden behind our house.�"
353,226,near,nonpun,5.34029390591e-10,7.82021354349,"Humans and animals could not live without plants."
354,34,near,pun,0.0972218516097,7.89045876579,"Inflammatory talk is often seen as propane language."
355,198,near,nonpun,0.00049247311838,7.08130879395,"She is a coal and iron magnate from Australia."
356,65,near,pun,0.016307295583,7.44565856041,"The satellite went into orbit on January 1st causing a new year's revolution."
357,26,near,pun,0.623760451876,8.24482657833,"I keep reading 'The Lord of the Rings' over and over. I guess it's just force of hobbit."
358,18,near,pun,0.211639197784,7.81161668494,"Be kind to your dentist because he has fillings too."
359,304,near,nonpun,1.20876748519e-08,7.54183396883,"The leader of a Native American tribe is known as the chief.�"
360,306,near,nonpun,0.00154777334405,7.5461863964,"Her legs were cold, so she put on a pair of pants."
361,268,near,nonpun,1.05150663395e-07,9.31842558265,"I really like reading Sherlock Holmes books."
362,217,near,nonpun,2.5075899272e-07,6.56289137377,"A decade is a pretty long time."
363,72,near,pun,0.207763629614,7.82593630849,"Vampires are always looking for their necks victim."
364,30,near,pun,0.141326449756,7.00069137141,"If a barista is not allowed to make espresso she will lose her tamper."
365,12,near,pun,0.137779636586,6.88126323003,"Aliens are lovable because they're so spatial."
366,193,near,nonpun,0.013508054277,6.71935161506,"The lovers go away to the country for weekend trysts."
367,279,near,nonpun,3.9098467149e-09,7.02207829663,"A raving mad man frightened those near him."
368,76,near,pun,6.64377302469e-05,8.7155970994,"When she made Mario books required reading for her class, she made him an author they couldn't refuse."
369,4,near,pun,8.78780283219e-06,8.76145715059,"A man used money that he had inherited from his late father and put an addition on his house. It was an heir extension."
370,168,near,nonpun,0.537776585154,7.03176232866,"The mayor reworded his speech, because his advisors told him to do so."
371,223,near,nonpun,1.76006732983e-06,7.22678295806,"I put the milk and meat in the fridge."
372,191,near,nonpun,0.0643006203938,6.76442879052,"I like a latte in the morning to wake me up."
373,201,near,nonpun,1.35820413678e-06,7.72979642131,"Your beard is growing too long; you need a shave."
374,45,near,pun,0.000408756793251,9.6015031248,"New years resolution for the bankrupt gardener was to forget the past and rely on the fuchsia."
375,33,near,pun,0.663393051753,9.17906953254,"In the novel, there is an unexpected secret meeting of the lovers. It is a plot tryst."
376,5,near,pun,0.686904948444,9.37895146652,"A men's wear store has opening and clothing times."
377,161,near,nonpun,3.95437356974e-05,9.73397566565,"The owner takes the lion's share of profits from the company."
378,195,near,nonpun,0.558471550956,6.81866161516,"He saw her leafing through the pages of an old book."
379,6,near,pun,0.000203489892982,7.81795053955,"A paramedic got a new job as a chauffeur: an ambiance driver."
380,19,near,pun,0.0049824806243,6.93278214009,"Bell, Bark and Kennel, a novel by Ivan Pavlov, chronicles the birth of the Salivation Army."
381,39,near,pun,0.000176958097545,7.70000178828,"Many people think that Edgar Allan Poe was a raven madman."
382,49,near,pun,0.0476913603767,9.02529587716,"People in Switzerland can't learn to ski without a lot of Alp."
383,249,near,nonpun,1.29423623606e-12,8.17619275935,"A mass of people were in the town square for the concert."
384,80,near,pun,0.0245919688825,8.4483227502,"Women who wear $200.00 perfume obviously are known to have no common scents."
385,175,near,nonpun,1.72565752483e-08,7.36934793479,"The space launch took place this morning."
386,56,near,pun,0.0350716366038,8.86658682778,"Some planes are so cramped that passengers suffer jet leg."
387,35,near,pun,0.601296962318,8.29410106863,"John plans to retire in the spring and, like the trees around us, will be leafing."
388,11,near,pun,0.680694553397,8.53374627568,"After getting pranked by his friends and getting hit with a basket, Aron knew they had a wicker sense of humor."
389,164,near,nonpun,8.88500253552e-06,7.26491720438,"Prince William is heir to the British throne."
390,241,near,nonpun,1.67196807827e-11,9.11270807934,"My notebook has thin blue lines printed on each page."
391,257,near,nonpun,4.91851354082e-12,7.1236238053,"After twenty years in prison, he was a free man."
392,40,near,pun,0.642527940395,8.55014154002,"My battery had an alkaline problem, so it went to AA meetings."
393,305,near,nonpun,2.83740490534e-05,6.5241815879,"Everyone admired his resolution when he quit smoking."
394,184,near,nonpun,2.24173409375e-10,7.11675110804,"The end of the nuclear arms race began a new epoch of peace and cooperation."
395,227,near,nonpun,0.00191299208418,6.85523192238,"Rats tore into the meat with their strong incisors."
396,214,near,nonpun,5.17431858974e-09,9.81729136816,"Rats, mice, and flies are regarded as pests."
397,222,near,nonpun,0.0019150415906,7.49243094685,"Prisms can be used to reflect and split light."
398,297,near,nonpun,2.91290033184e-10,8.22674113477,"Tooth decay can result from poor dental hygiene."
399,3,near,pun,2.17591717589e-05,7.67781470053,"A handlebar mustache may look ridiculous, but symmetrical eyelashes are even cilia."
400,58,near,pun,0.00094971633111,8.15745816379,"The actor was never quite right after he retired. He had Post Dramatic Stress Disorder."
401,276,near,nonpun,0.00129666449258,7.05642766468,"The family had roast leg of lamb for dinner."
402,216,near,nonpun,1.27929147762e-09,6.81888278576,"Runners need strong legs."
403,50,near,pun,1.82962669339e-08,7.19342899232,"Scarecrows are always garden their patch."
404,51,near,pun,0.0133799574535,8.05494495448,"Selling coffee has its perks for those who have bean so lucky."
405,22,near,pun,3.05136580271e-07,10.7386815574,"Even though he contributes either the X or Y chromosome, when a father chooses the sex of his child it's just a sperm of the moment decision."
406,283,near,nonpun,1.1331062891e-09,6.60155290029,"He tried to hide his irritation but it showed on his face."
407,52,near,pun,0.0633088374397,7.56388665592,"Sign on a broken perfume bottle, Out of odor."
408,260,near,nonpun,3.8392279971e-11,6.60764763603,"His office is in a skyscraper."
409,173,near,nonpun,0.000454795747934,6.85925436942,"Dancers whirled on the stage."
410,62,near,pun,0.65622203227,9.93194066562,"The optical scientist who stole his colleague's bifocals was sentenced to three years in a state prism."
411,7,near,pun,0.67966339467,8.46981017241,"A pet store had a bird contest with no perches necessary."
412,258,near,nonpun,5.30907859687e-09,6.80166152059,"Her strong criticism hurt her daughter's feelings."
413,38,near,pun,0.00427201798264,6.58648152703,"Many people are strongly attracted to a magnate."
414,294,near,nonpun,6.90259208892e-12,6.621927112,"She is the best student in the class."
415,192,near,nonpun,0.000244955455576,6.58140217614,"The tabloid newspaper libeled a movie star."
416,2,near,pun,0.0960422880802,8.47617646351,"A dentist has to tell a patient the whole tooth."
417,53,near,pun,0.00596332779392,8.3306050589,"Sign: 'Please turn out the lights. Thanks a watt.'"
418,10,near,pun,9.61302552311e-08,6.97448560243,"A thief who stole cutlery without leaving a clue was called the 'stainless stealer.'"
419,31,near,pun,0.293630261528,8.65866364005,"If you spend too much time in the coffee shop you'll be latte for work."
420,36,near,pun,7.16149493945e-05,8.61330179815,"Just in time for Thanksgiving: a blockbuster movie about sweet potatoes, called 'The Silence of the Yams'."
421,200,near,nonpun,3.19593787058e-05,7.72946037461,"He tried out an alkaline diet to maintain the body's ideal pH balance."
422,213,near,nonpun,1.3639876868e-05,9.83231134707,"My desk lamp uses a 60-watt light bulb."
423,274,near,nonpun,4.15126596368e-07,6.64131321478,"That man uses profane language."
424,73,near,pun,0.117953094943,9.7133353222,"What does a villain call his silverware? Weapons of mass digestion."
425,311,near,nonpun,4.33959470184e-08,7.35347821399,"He couldn't wait to open his Christmas presents."
426,63,near,pun,0.0215439323709,8.02039528084,"The plumber explained that the problem in my kitchen was just water under the fridge."
427,9,near,pun,0.182446984653,8.54387570937,"A rubber band pistol was confiscated from algebra class because it was a weapon of math disruption."
428,275,near,nonpun,4.36638682332e-11,6.57667282599,"He is leaving work right now."
429,281,near,nonpun,2.76684300174e-10,7.55555969772,"The boss told us to work late on a holiday; he is a slave driver."
430,218,near,nonpun,7.00840203286e-09,7.45810903931,"He has written dramatic works for the stage.�"
431,37,near,pun,5.25265691022e-05,9.38172869082,"Last night, I kept dreaming that I had written Lord of the Rings. The wife said I'd been Tolkien in my sleep."
432,197,near,nonpun,1.33968464836e-07,7.11960326763,"Tolkien wrote Lord of the Rings."
433,57,near,pun,0.0409999641959,8.92476286284,"Ten years without brushing causes horrible tooth decade."
434,256,near,nonpun,5.73215658604e-10,6.83426216891,"Blue and yellow make green."
