punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,KL,m1Focus,m2Focus
near,223,nonpun,-25.6422263186,-28.1050489936,14.159869878,-1.418435439,0.999999897003,1.02996770351e-07,1.76006732983e-06,1.05467280964,6.17211014842,7.22678295806,fridge;milk;meat,milk
near,224,nonpun,-31.6284733528,-37.4154641185,13.586926038,-0.637609984,0.999999968699,3.1300699167e-08,5.72165055082e-07,1.21743932596,6.4007346348,7.61817396076,thief;stole,airport
near,225,nonpun,-34.8139381986,-50.131136313,15.523119654,0.13714849,1.0,3.65299963052e-14,1.16689892169e-12,0.939316233419,6.06308283826,7.00239907168,revolution;industrial;changed;people,changed;people;lived
near,226,nonpun,-35.1553875127,-36.7184850878,14.374713446,0.217563808,0.999999999979,2.0866323357e-11,5.34029390591e-10,1.35171143289,6.4685021106,7.82021354349,plants;humans;animals;live,humans;not
near,227,nonpun,-56.2509093776,-55.2577825968,12.425462793,0.196487046,0.999798875589,0.000201124411223,0.00191299208418,0.870895080623,5.98433684176,6.85523192238,incisor;tore,rats;meat
near,228,nonpun,-50.8016202266,-45.5996957262,14.60484135,-0.235691141,0.992471386933,0.00752861306699,0.0443079255399,1.37751709884,6.59708701875,7.97460411759,mimes;skilled;imitating;people,people
near,229,nonpun,-29.5161226963,-31.7393010117,15.049266963,-1.126485941,0.999999999304,6.95604449467e-10,1.53632868963e-08,1.28606476317,6.43739152175,7.72345628491,glittering;jewels;sun,
near,230,nonpun,-45.3054610676,-49.5912198122,17.765593196,0.632544458,0.999999994047,5.95306516206e-09,1.18700307052e-07,1.62024411108,6.85359644602,8.4738405571,altitude;airplane;flying;35000;feet,feet
near,231,nonpun,-23.4076019877,-25.7862265689,12.14884271,0.821759246,0.999999652115,3.4788493495e-07,5.52141882913e-06,0.86831049632,5.98008833827,6.84839883459,presence,general;great
near,232,nonpun,-17.0689043895,-17.0689043895,13.975815321,-0.77372551,0.999957088689,4.29113114148e-05,0.000474442634221,1.13038963338,6.28623433127,7.41662396465,necks;scarf,
near,233,nonpun,-23.3123674919,-25.069372115,14.307914099,-1.1414116,0.999999831595,1.68405246919e-07,2.79500377858e-06,1.10538493103,6.28235890359,7.38774383462,digestion;eat,
near,234,nonpun,-58.7353296074,-62.6125244687,13.404306293,-3.427778149,0.999999713016,2.86983648189e-07,4.61005953748e-06,1.37389660172,6.55645725806,7.93035385978,ream;reams;paper,
near,235,nonpun,-24.6114113158,-28.4652850853,13.328707638,-0.276171631,0.999994781708,5.21829238977e-06,6.86901450944e-05,0.711737740578,5.82551539218,6.53725313276,seize;away,away
near,236,nonpun,-44.6904731425,-45.7513476007,15.031683261,-1.164178279,0.999999883719,1.16280857302e-07,1.97296722842e-06,1.01654375518,6.13840122182,7.154944977,author;cervantes;famous;language,
near,237,nonpun,-32.7567480729,-34.6014013448,10.66428245,-1.939906272,0.999999919015,8.0985084087e-08,1.4033905874e-06,0.843096713735,5.95781929064,6.80091600438,source;money,
near,238,nonpun,-43.0257807299,-42.2518032437,11.961578131,-1.591155868,0.999990883214,9.11678565791e-06,0.00011492062698,0.759785203923,5.87284193946,6.63262714338,paste;put,
near,239,nonpun,-26.258610415,-19.4209892447,12.308350432,0.091196006,0.530318337016,0.469681662984,0.691307649206,0.805012484051,5.91768973288,6.72270221693,espresso,like
near,240,nonpun,-29.1624056153,-29.1624056153,14.248829031,0.317992411,0.99990557856,9.44214401107e-05,0.000969490565379,0.796860223811,5.92859863709,6.7254588609,scents;flowers,flowers
near,241,nonpun,-59.5273456252,-64.4399969739,18.317335016,-1.969153576,0.999999999999,5.72821404724e-13,1.67196807827e-11,1.91034564847,7.20236243087,9.11270807934,line;notebook;thin;lines;printed;page,printed
near,242,nonpun,-10.8065781324,-19.7504204201,13.364914804,-0.105486137,0.999999999985,1.48279157776e-11,3.84554834674e-10,0.720396110411,5.83441232035,6.55480843076,truth;speaks,
near,243,nonpun,-50.1646738884,-49.3259413908,11.664672747,-0.584136057,0.999971514935,2.84850653365e-05,0.000326613074486,0.973742997437,6.08590774896,7.0596507464,sillier;drinks;acting,drinks;wine
near,244,nonpun,-39.2508008684,-41.1080749447,12.017045568,-0.686224769,0.999999966493,3.35072827893e-08,6.10217981365e-07,0.924830952894,6.04385909467,6.96869004757,hair;cat,found
near,245,nonpun,-47.1539360874,-50.5548771194,14.854077071,-2.194257045,0.999999998923,1.07721352107e-09,2.33204751074e-08,1.39725741139,6.61183778468,8.00909519607,closing;remarks;end,
near,246,nonpun,-30.6375004625,-42.0731198491,15.374594281,-2.061361289,1.0,2.13631355927e-15,7.42734435351e-14,1.45261622058,6.62291943997,8.07553566055,ambulance;came;car;accident,
near,247,nonpun,-21.8449065775,-34.8677957632,15.29951577,-0.26218935,1.0,3.64560822679e-15,1.24862904466e-13,1.3253720732,6.5094363334,7.8348084066,purchase;decided;new;car,decided
near,248,nonpun,-36.6520124999,-45.4572945569,14.790755288,-0.29412848,1.0,4.37442286006e-14,1.38933348752e-12,0.876169718482,5.99435968993,6.87052940841,reward;gave;working;hard,gave;working
near,249,nonpun,-32.9771678519,-44.1130338294,15.139842153,0.835730453,1.0,4.06570060251e-14,1.29423623606e-12,1.52948753049,6.64670522886,8.17619275935,mass;people;town,people;square
near,250,nonpun,-38.1944282438,-36.516328093,12.794794604,-0.893188947,0.999811460645,0.000188539354925,0.00180547351118,0.844636125028,5.96193709129,6.80657321631,steeler;steel,
near,251,nonpun,-32.6191183127,-38.9391287712,11.692671234,-2.181406301,0.999999999658,3.41540196107e-10,7.78628170233e-09,0.731498570083,5.84411283145,6.57561140154,wicked,
near,252,nonpun,-21.9779229127,-34.2650279712,15.103093944,-1.295157939,1.0,1.94933468486e-14,6.34919605782e-13,1.183129165,6.32573106753,7.50886023253,special;birthday;party;occasion,
near,253,nonpun,-19.2561753388,-32.0128418784,13.073523942,1.211590991,1.0,6.81166116135e-14,2.13318580961e-12,1.00592932669,6.05949049828,7.06541982497,world;fly;airplane,fly;airplane
near,254,nonpun,-50.939279543,-64.9448329334,16.432010576,-1.538128386,1.0,6.48788675365e-16,2.33551980735e-14,1.81308107694,7.09312418848,8.90620526542,scissors;hairdressers;cut;hair,cut;people's
near,255,nonpun,-9.60660347133,-18.1991128333,14.641712312,-0.182571337,0.999999999959,4.14738860732e-11,1.03294687821e-09,1.00873728488,6.19045255956,7.19918984444,lunch;sandwich,
near,256,nonpun,-33.8083317248,-43.3136587428,14.450993896,2.347705563,0.999999999978,2.24621416726e-11,5.73215658604e-10,0.858508232142,5.97575393677,6.83426216891,blue;yellow;green,yellow;make;green
near,257,nonpun,-22.8928084384,-32.3721552717,13.722543494,-1.509461678,1.0,1.61503910961e-13,4.91851354082e-12,1.00305581539,6.12056798992,7.1236238053,free;twenty;prison;man,prison
near,258,nonpun,-40.0260994841,-45.0222977304,15.198775098,1.585401867,0.999999999771,2.28860217559e-10,5.30907859687e-09,0.84452380615,5.95713771444,6.80166152059,feelings;strong;criticism;hurt;daughter's,strong;criticism;hurt
near,259,nonpun,-54.3149027906,-56.9637641203,14.235332582,-0.926500361,0.999999999642,3.57624444797e-10,8.13650597402e-09,1.04035061048,6.15737103783,7.19772164832,salvation;minister;prayed,prayed
near,260,nonpun,-20.4842280548,-28.0067332659,13.726948229,0.05529215,0.999999999999,1.35532426895e-12,3.8392279971e-11,0.745805132059,5.86184250397,6.60764763603,office;skyscraper,skyscraper
near,261,nonpun,-52.0091822457,-53.8537841963,16.165899632,-2.925202951,0.999999999897,1.02823232317e-10,2.46755289818e-09,1.76191112513,6.95912512794,8.72103625308,bail;posted;5000;release;jail,
near,262,nonpun,-47.899525316,-52.275424605,10.887294488,-1.799505952,0.999999964605,3.5395131575e-08,6.42658485865e-07,0.759551768227,5.87459388423,6.63414565246,spur,called
near,263,nonpun,-61.1340344817,-68.5075570505,19.933344324,-1.942445541,1.0,3.41309536112e-15,1.17135846072e-13,2.1597951225,7.48102416409,9.6408192866,crime;police;fight;murder;theft;drug;dealing,
near,264,nonpun,-42.687567367,-49.1425453146,15.432737012,-1.112937378,0.999999996489,3.51101249266e-09,7.18611614845e-08,1.30173769347,6.56897211926,7.87070981273,pock;smallpox;marks,
near,265,nonpun,-27.2567525698,-31.7619430937,13.164494227,-0.565641395,0.999999992494,7.50587715663e-09,1.47922670757e-07,0.967559809577,6.08806852332,7.0556283329,bones;shape,give
near,266,nonpun,-24.3077859563,-37.1949747436,15.709492077,0.036608495,1.0,1.05091068581e-14,3.48798845968e-13,1.13861996299,6.32034266649,7.45896262948,habit;smoking;bad,bad
near,267,nonpun,-36.6080735807,-36.6252259156,13.159024967,-0.790889804,0.999999081655,9.1834476545e-07,1.36839729554e-05,1.05405837394,6.20516159288,7.25921996682,screening;movie,
near,268,nonpun,-40.0551133942,-51.1060198157,13.606991414,1.260024718,0.99999999476,5.23999344855e-09,1.05150663395e-07,2.13232025692,7.18610532574,9.31842558265,holmes;reading;sherlock;books,like;reading
near,269,nonpun,-20.7674047112,-25.560197867,13.539730421,-0.162224933,0.999999963655,3.63451367686e-08,6.58944795391e-07,0.74114450423,5.85396075916,6.59510526339,can't;remember;time,time
near,270,nonpun,-28.5240030717,-39.2782166676,14.93143615,-0.451685747,1.0,1.93808815025e-13,5.86688698651e-12,1.00497329474,6.14171450266,7.14668779739,temper;bad;angered,bad
near,271,nonpun,-14.2895436965,-13.7974128183,13.500770641,-0.136641947,0.999999999899,1.01070938217e-10,2.42723863374e-09,0.742595900717,5.85728776937,6.59988367009,late;meeting,
near,272,nonpun,-72.988482578,-83.0623727082,17.139362207,0.825699183,0.999999999999,1.26221302623e-12,3.58444091217e-11,1.05594457701,6.19530727664,7.25125185365,liable;rental;contracts;tenants;damages;cause;property,contracts;damages;cause;property
near,273,nonpun,-42.0992742315,-34.4662543735,13.203561532,-0.764349368,0.999956432792,4.35672077228e-05,0.000481033557841,1.09880163341,6.24982670157,7.34862833498,twist;thread,
near,274,nonpun,-37.7805087356,-42.422995571,12.888935217,0.475763605,0.999999977704,2.22960298785e-08,4.15126596368e-07,0.763478261011,5.87783495377,6.64131321478,profane;language,uses;language
near,275,nonpun,-22.046174866,-31.8288395769,11.755974652,-0.436880174,0.999999999998,1.54871838963e-12,4.36638682332e-11,0.730696765954,5.84597606003,6.57667282599,leaving,work
near,276,nonpun,-33.1683224684,-33.1683224684,14.467131608,2.430411054,0.999869615928,0.000130384071854,0.00129666449258,0.994355654457,6.06207201022,7.05642766468,lambs;roast;leg;dinner,roast;dinner
near,277,nonpun,-23.2925271846,-21.5055455336,13.231936883,-1.29756244,0.999999899851,1.001487891e-07,1.71420764643e-06,1.17909325806,6.35687875199,7.53597201005,talking;friend,
near,278,nonpun,-40.7216387387,-42.7491205414,13.095930972,0.189505694,0.999999838506,1.61494259359e-07,2.68707006241e-06,0.769797429262,5.88423322981,6.65403065907,magnet;holds;clips,desk;clips
near,279,nonpun,-42.1856274695,-50.0804477943,13.76814058,-0.974696456,0.999999999834,1.66252558152e-10,3.9098467149e-09,0.940980557886,6.08109773874,7.02207829663,raving;mad;frightened,mad
near,280,nonpun,-31.3804431623,-32.8632999797,12.725600377,0.215321284,0.999999907316,9.26838905614e-08,1.59361340539e-06,0.707837503174,5.82149947295,6.52933697612,alcohol;burns,burns
near,281,nonpun,-51.2584080478,-60.3121432482,13.9258965,-1.270385471,0.999999999989,1.05295919929e-11,2.76684300174e-10,1.19038822331,6.36517147441,7.55555969772,slave;boss;work;driver,work
near,282,nonpun,-30.2035181276,-23.0607704744,13.639322613,-1.061841623,0.999960946839,3.90531610707e-05,0.000435464897235,0.928684659669,6.05222810262,6.98091276228,aching;back,
near,283,nonpun,-27.5352068877,-36.7267617998,12.115248918,-1.653500526,0.999999999954,4.56722210477e-11,1.1331062891e-09,0.744871828131,5.85668107216,6.60155290029,irritation,showed
near,284,nonpun,-52.0064623933,-54.8436714396,12.407689986,-2.180206804,0.999999894209,1.05790924687e-07,1.80498370962e-06,1.08588804017,6.20673739153,7.2926254317,ante;offer;buy;upped,
near,285,nonpun,-10.688926851,-21.6197287931,13.840676405,-1.281254709,1.0,1.09605719423e-14,3.63313005083e-13,0.978721027645,6.09138914415,7.0701101718,future;knows;happen,
near,286,nonpun,-21.7635521347,-36.0191520843,13.501638319,-1.358997728,1.0,4.17900863591e-14,1.32924570838e-12,1.12020528455,6.2608232943,7.38102857885,tell;story;child,
near,287,nonpun,-24.1016151781,-22.0180056281,13.612584928,-0.263589659,0.915765986092,0.0842340139077,0.288990428205,0.742150589724,5.85608161078,6.59823220051,how's;asked;going,
near,288,nonpun,-23.4315042913,-22.9075827698,12.437937568,-1.810719203,0.999999987062,1.29379614413e-08,2.47931450139e-07,0.920564593327,6.04223244773,6.96279704105,fire;warm,
near,289,nonpun,-32.9596797408,-43.2942589802,15.491063698,-1.95677784,1.0,3.14328584712e-15,1.08073964589e-13,1.47599358073,6.60778486974,8.08377845047,help;gave;friend;homework,
near,290,nonpun,-43.9138070234,-44.3283206567,13.056806377,-2.688621076,0.999996530038,3.46996179974e-06,4.70921189455e-05,0.947213498731,6.06391419147,7.0111276902,guarding;dog;house,
near,291,nonpun,-11.7873327023,-27.3432192546,12.280408615,-1.199985739,1.0,4.93098840311e-16,1.79347854823e-14,0.765803005317,5.87840716653,6.64421017185,been,
near,292,nonpun,-32.7870384471,-41.484143462,14.634801754,0.416272662,1.0,3.34367503314e-15,1.14781061849e-13,0.918295050406,6.04691176206,6.96520681246,order;arranged;dates,dates
near,293,nonpun,-26.8404943051,-39.2204479257,14.214997468,-1.189735806,1.0,1.99863957242e-14,6.50429376246e-13,1.24339694562,6.47692675994,7.72032370556,lot;car;parking,car
near,294,nonpun,-20.2560000091,-31.1276464826,13.441843706,-0.512530567,1.0,2.29294387185e-13,6.90259208892e-12,0.754566240356,5.86736087164,6.621927112,best;student;class,student
near,295,nonpun,-28.0164495427,-30.0504198745,12.661271118,-0.312487787,0.99999998338,1.66197385327e-08,3.14323709597e-07,0.69650630878,5.81027202092,6.5067783297,crack;glass,glass
near,296,nonpun,-56.2464691508,-54.0017864863,11.100105192,-4.476165232,0.999975054292,2.49457082335e-05,0.000289340188167,1.0798036249,6.18364578266,7.26344940756,lag;communications;until;later,
near,297,nonpun,-45.8082173247,-54.4069299796,15.974576965,-1.929520648,0.999999999989,1.11080411325e-11,2.91290033184e-10,1.51810668487,6.7086344499,8.22674113477,decay;tooth;poor;dental;hygiene,result
near,298,nonpun,-25.8494120972,-29.7562697596,15.091062967,-1.417075243,0.999999999985,1.53073064292e-11,3.96500430836e-10,1.11037533011,6.24826695259,7.3586422827,traumatic;accident;very;experience,
near,299,nonpun,-37.7007492981,-48.172444798,14.804536054,-1.592066679,1.0,2.4113773151e-14,7.80203147007e-13,1.32559937958,6.48803022961,7.81362960919,traumatic;incident;scarred,
near,300,nonpun,-25.8824230422,-38.7121122178,13.875082944,-1.105970309,1.0,1.04759225199e-14,3.47652866721e-13,0.949156620262,6.0657948391,7.01495145937,hostile;driver;attitude,
near,301,nonpun,-37.909757507,-44.0120026372,12.739669446,-1.630437601,0.999999994068,5.93168818825e-09,1.18295402282e-07,0.984690177771,6.10248014744,7.08717032521,doubling;amount;business,business
near,302,nonpun,-23.0779513736,-35.8474070302,13.904695702,-1.461046187,1.0,7.55614850647e-15,2.53248375629e-13,0.987430532778,6.11294894847,7.10037948125,prison;sent;robbing,
near,303,nonpun,-31.8061758195,-36.0915523825,14.733835016,-1.425616604,0.999999999813,1.87472663989e-10,4.38637060147e-09,1.33467426295,6.4918918643,7.82656612725,bridge;trains;river,
near,304,nonpun,-57.3897175519,-60.1026663046,15.832876615,-0.059612409,0.999999999459,5.41142108485e-10,1.20876748519e-08,1.18370909282,6.35812487601,7.54183396883,chief;leader;native;tribe,leader;tribe
near,305,nonpun,-32.7896470446,-33.5557009959,11.906999857,-0.681864487,0.999997990143,2.00985710922e-06,2.83740490534e-05,0.705026720333,5.81915486757,6.5241815879,resolution;quit,quit
near,306,nonpun,-33.29989554,-35.8912057944,14.67135372,-0.3578056,0.999841220006,0.000158779993755,0.00154777334405,1.17505190629,6.37113449012,7.5461863964,pants;legs;pair,legs;put
near,307,nonpun,-33.7535203611,-43.8637985884,12.216731038,-1.973490114,0.999999999998,1.83319162635e-12,5.13751354174e-11,0.93708661456,6.05141126733,6.98849788189,insider;trading,
near,308,nonpun,-26.9025432221,-40.0930498885,15.669206813,1.008456554,1.0,6.89225849605e-15,2.31628750104e-13,0.859356706921,5.99654236455,6.85589907147,minds;great;think;alike,great;think;alike
near,309,nonpun,-31.1333494155,-29.7940120375,13.810846939,-0.216230612,0.999954621713,4.53782866253e-05,0.000499181761246,0.748752825908,5.8614446168,6.61019744271,littering;caught;fine,fine
near,310,nonpun,-22.1184503778,-27.2421152901,13.698013655,-0.696921214,0.999999999721,2.79491936538e-10,6.42776881833e-09,0.833761299877,5.95151999991,6.78528129979,attitude;good,
near,311,nonpun,-30.9566028039,-36.8740744691,15.717711043,0.472203719,0.999999997933,2.06674005055e-09,4.33959470184e-08,1.07713843686,6.27633977713,7.35347821399,presents;open;christmas,wait;open;christmas
near,312,nonpun,-31.5582728386,-43.6238242021,11.42774845,-2.00461118,1.0,7.72971244926e-14,2.41095825585e-12,0.742433972613,5.85624830375,6.59868227636,next;time,
near,313,nonpun,-52.6595880916,-56.8987045395,16.742059633,-2.219762332,0.999999999983,1.67876717159e-11,4.33296135254e-10,1.86460346646,7.1268802362,8.99148370266,destruction;hurricane;causes;buildings;trees,great
near,314,nonpun,-30.2890350506,-35.5668574261,13.920560723,-0.886043963,0.999999999993,6.69362152577e-12,1.78919630912e-10,0.945250921267,6.08229728985,7.02754821112,cream;butter,
near,315,nonpun,-34.4895266224,-42.4081148516,14.527901606,-0.95362087,1.0,3.44897672231e-13,1.02419673196e-11,1.39471953027,6.55388122015,7.94860075042,see;clearly;glasses,able;getting
near,316,nonpun,-34.4103929108,-39.486909089,15.236113439,-1.348509683,0.999999999892,1.0781352233e-10,2.58220039392e-09,1.32511436434,6.63338679827,7.9585011626,offer;considerate;give;ride,considerate
near,317,nonpun,-45.9578179989,-51.5120478107,14.59958527,-1.449016197,0.99999999728,2.71989513693e-09,5.63634961303e-08,1.52070761196,6.72303613865,8.24374375061,sauce;eat;chocolate;cream,eat;ice
near,318,nonpun,-27.4756094827,-32.8144638573,14.777619253,-1.717930877,0.999999999898,1.01823838573e-10,2.44456392942e-09,1.22044734658,6.34887512761,7.56932247419,pays;company;employees;weeks,
near,319,nonpun,-28.9511799884,-43.1403885971,14.013978528,-1.078264258,1.0,9.99214362977e-16,3.55116275039e-14,1.00711320389,6.16055463628,7.16766784017,express;learn;feelings,
near,320,nonpun,-17.8964957679,-26.0094207282,15.03411073,0.6486389,0.999999999998,1.59909152398e-12,4.50329152861e-11,1.01796682186,6.16549362589,7.18346044775,sense;good;business,good
