idx,sentenceID,punType,sentenceType,ambiguity,distinctiveness,sentence
291,66,near,pun,1.252129858165063e-10,9.350006509991575,"The twin girls rented flora to offices. They called their business 'Sisterhood of the Traveling Plants'."
292,17,near,pun,0.5530108913720533,8.876079546177865,"At a pet store: 'buy one dog, get one flea'."
293,262,near,nonpun,4.460328207055421e-08,8.669222165728577,"The boss called his workers together on the spur of the moment.�"
294,61,near,pun,7.457117460365887e-05,8.913019799700297,"The Irish should be rich because their capital is always Dublin."
295,293,near,nonpun,4.380467647340135e-13,8.720348501247178,"He decided to leave his car in the parking lot."
296,14,near,pun,0.3137794592843529,10.031873280176749,"As a young boy, Brutus' mother often cautioned him not to run with Caesars."
297,225,near,nonpun,8.154815662783246e-13,8.002423867359337,"The Industrial Revolution changed how people worked and lived."
298,71,near,pun,2.1350173720518242e-06,8.10809505811416,"To some Christmas is about other people's presence."
299,183,near,nonpun,8.834085997172184e-05,8.12507396070919,"The city's buildings are covered with grime."
300,202,near,nonpun,2.7020281989659774e-09,9.382679074211088,"Clay Aiken rose to fame after he won American Idol. "
301,79,near,pun,0.32356545661307073,8.692311404465524,"Why are Italians so good at making coffee? Because they really know how to espresso themselves."
302,316,near,nonpun,2.498258685259478e-09,8.958525958283074,"They are very considerate and always offer to give me a ride."
303,43,near,pun,0.002234070157407552,8.922431810736937,"My neighbor's sprinkler is a constant irrigation to me."
304,272,near,nonpun,3.8135410458602836e-11,8.25127664933403,"Rental contracts state that tenants are liable for damages that they cause to the property."
305,67,near,pun,0.08655911672782854,9.986206476382947,"There was a dentist who was convicted of incisor trading."
306,77,near,pun,0.013140029965236513,8.976465624175571,"When the crop was destroyed, there was no more cranberry source."
307,68,near,pun,0.19947510296715584,9.271049256101499,"They were the quietest burglars in the history of New York City. The newspapers called them 'Criminal Mimes.'"
308,74,near,pun,0.174744214750649,8.534086262792146,"What would be the brand name of the highest quality copy paper money could buy? The ream of the crop!"
309,254,near,nonpun,3.46022378440193e-14,9.90623006110214,"Hairdressers use scissors to cut people's hair."
310,292,near,nonpun,5.726336329310583e-14,7.965231608146687,"She arranged the newspapers in order by their dates."
311,55,near,pun,0.1930225277469216,8.139498404513272,"Some people have to get up for work at the crank of dawn."
312,247,near,nonpun,1.1202541104059091e-13,8.834833202283297,"She decided to purchase a new car."
313,182,near,nonpun,8.776956645491599e-07,7.879648294294798,"He decided to donate his sperm."
314,178,near,nonpun,0.00035490815435024414,8.787930082216791,"The dentist replaced two fillings I had lost.�"
315,20,near,pun,0.6685138016623452,7.986246080493882,"Dentists don't like a hard day at the orifice."
316,278,near,nonpun,7.383222117236581e-07,7.654055454753144,"I have a magnet on my desk that holds paper clips."
317,177,near,nonpun,1.5267464805215298e-06,9.186615692269974,"His dog has fleas."
318,243,near,nonpun,6.911149412149757e-05,8.059675542082648,"When he drinks wine, he starts acting sillier."
319,1,near,pun,0.2020662479290775,8.780215106088345,"A circus truck driver refused to tow the lion."
320,317,near,nonpun,4.070373905637441e-08,9.243768546287752,"I love to eat chocolate sauce on vanilla ice cream."
321,174,near,nonpun,0.0003372584966592412,7.8958190179741,"The owner behaves like a little Caesar with his employees."
322,185,near,nonpun,3.1098797981492146e-08,9.781452800481853,"Our company pays everyone a bonus at the end of the year."
323,60,near,pun,0.008762292097985765,8.552535884603818,"The garden club visited the nursery and found themselves in a hosta environment."
324,162,near,nonpun,2.731469894024754e-05,8.868881268613558,"A dentist examines one tooth at a time."
325,24,near,pun,0.00045963071850360713,8.70787288765259,"Grandparents faces are full of epoch marks."
326,186,near,nonpun,0.021642514158767667,8.717510226392195,"My favorite creatures in Lord of the Rings are hobbits."
327,230,near,nonpun,1.7512686900975708e-07,9.473865352779573,"Our airplane is flying at an altitude of 35,000 feet."
328,59,near,pun,4.4634235287507844e-07,12.131009024618564,"The English Teacher felt odd after being fired: it was post grammatic stress disorder."
329,309,near,nonpun,0.00024234243378112153,7.61022223839086,"She was caught littering and had to pay a fine."
330,212,near,nonpun,0.10029405458715447,8.50929464093956,"The odor of old fish filled the air."
331,205,near,nonpun,0.6918715761284631,7.587245263462413,"Her favorite flower is the fuchsia."
332,16,near,pun,0.4116136243972215,8.398733870908865,"At a flower show the first prize is often a bloom ribbon."
333,240,near,nonpun,0.0003583109558226655,7.725483656579199,"The scent of flowers relaxes me."
334,253,near,nonpun,5.121043428681843e-13,8.065444620651114,"It is possible to fly around the world in an airplane.�"
335,244,near,nonpun,1.3905049873562797e-07,7.968714843251698,"I found a cat hair in my food."
336,248,near,nonpun,9.71979200956747e-13,7.8705542040902845,"She gave herself a reward for working hard all year."
337,231,near,nonpun,7.415092714863809e-07,7.848423630269321,"The general has great presence."
338,75,near,pun,0.6877658095646622,7.847579995854198,"What you seize is what you get."
339,265,near,nonpun,5.585058658724303e-08,8.055653128582422,"Our bones give us our shape."
340,295,near,nonpun,8.806728242820538e-08,7.506803125380493,"That drinking glass has a crack in it."
341,47,near,pun,2.4785973740713776e-07,8.989928940946767,"One real estate agent said to another, House it going?"
342,70,near,pun,0.007406209005732832,8.660697358003812,"To become a pilot requires a good altitude."
343,320,near,nonpun,2.2849337144110756e-11,8.1834852434286,"He has a good sense for business."
344,172,near,nonpun,0.001129724245351062,9.20292088164436,"She has good spatial skills; she knows how to build a house from plans on paper."
345,313,near,nonpun,1.4057958637908633e-09,9.991508498339456,"A hurricane causes great destruction to buildings and trees."
346,308,near,nonpun,1.133447904342311e-13,7.855923867155491,"Great minds think alike."
347,163,near,nonpun,7.428442475992665e-07,7.854270656603252,"Cilia are hairlike projections on the surface of some cells."
348,25,near,pun,0.0006532782553327807,9.316822994389073,"He labored so hard that he worked his fingers to the bonus."
349,42,near,pun,1.5400444183997273e-08,8.884625560095872,"My heart starts Aiken when Clay sings."
350,170,near,nonpun,8.24112704489114e-08,7.508625528799584,"He is a stealer of hearts."
351,27,near,pun,0.003162776980538164,8.228323710866263,"I like the latest horror movie so much that I've arranged a private screaming."
352,210,near,nonpun,1.1730245185683015e-12,8.944446790422958,"We have a small flower garden behind our house.�"
353,226,near,nonpun,2.7473238520077965e-10,8.820238339168714,"Humans and animals could not live without plants."
354,34,near,pun,0.010991788831861889,8.890483561477403,"Inflammatory talk is often seen as propane language."
355,198,near,nonpun,7.314445191849556e-05,8.081333589629674,"She is a coal and iron magnate from Australia."
356,65,near,pun,0.006266498571850755,8.445683356096707,"The satellite went into orbit on January 1st causing a new year's revolution."
357,26,near,pun,0.6150813733424716,9.244851374016664,"I keep reading 'The Lord of the Rings' over and over. I guess it's just force of hobbit."
358,18,near,pun,0.07320085391061061,8.811641480625095,"Be kind to your dentist because he has fillings too."
359,304,near,nonpun,7.945044404002431e-09,8.541858764511742,"The leader of a Native American tribe is known as the chief.�"
360,306,near,nonpun,0.0008713758361093304,8.546211192085165,"Her legs were cold, so she put on a pair of pants."
361,268,near,nonpun,4.4987647335678625e-09,9.251827364239913,"I really like reading Sherlock Holmes books."
362,217,near,nonpun,7.591556265988232e-08,7.5629161694540565,"A decade is a pretty long time."
363,72,near,pun,0.14532725331756086,8.825961104169135,"Vampires are always looking for their necks victim."
364,30,near,pun,0.24260355864449015,8.000716167092282,"If a barista is not allowed to make espresso she will lose her tamper."
365,12,near,pun,0.027583383751562635,7.881288025709305,"Aliens are lovable because they're so spatial."
366,193,near,nonpun,0.0016589550829966139,8.384109330728627,"The lovers go away to the country for weekend trysts."
367,279,near,nonpun,1.8853673876317077e-09,8.02210309230897,"A raving mad man frightened those near him."
368,76,near,pun,4.034006526274132e-05,9.748128439387745,"When she made Mario books required reading for her class, she made him an author they couldn't refuse."
369,4,near,pun,1.1938795148456823e-05,9.761481946270774,"A man used money that he had inherited from his late father and put an addition on his house. It was an heir extension."
370,168,near,nonpun,0.17553335928305958,8.031787124343037,"The mayor reworded his speech, because his advisors told him to do so."
371,223,near,nonpun,1.6730004803235894e-06,8.226807753742056,"I put the milk and meat in the fridge."
372,191,near,nonpun,0.00990235031014093,7.764453586198751,"I like a latte in the morning to wake me up."
373,201,near,nonpun,6.591105925324335e-07,8.72982121699573,"Your beard is growing too long; you need a shave."
374,45,near,pun,0.04279891484885279,10.601527920483555,"New years resolution for the bankrupt gardener was to forget the past and rely on the fuchsia."
375,33,near,pun,0.44717505086481707,10.179094328226277,"In the novel, there is an unexpected secret meeting of the lovers. It is a plot tryst."
376,5,near,pun,0.6926513517378143,10.378976262200709,"A men's wear store has opening and clothing times."
377,161,near,nonpun,5.554620982601538e-07,10.734000461328522,"The owner takes the lion's share of profits from the company."
378,195,near,nonpun,0.24418460158704336,7.818686410840309,"He saw her leafing through the pages of an old book."
379,6,near,pun,0.0023853997139040802,8.817975335231505,"A paramedic got a new job as a chauffeur: an ambiance driver."
380,19,near,pun,0.0016590229133857013,7.932806935776826,"Bell, Bark and Kennel, a novel by Ivan Pavlov, chronicles the birth of the Salivation Army."
381,39,near,pun,6.098617738086331e-05,8.700026583962233,"Many people think that Edgar Allan Poe was a raven madman."
382,49,near,pun,0.11603519824353282,10.025320672844352,"People in Switzerland can't learn to ski without a lot of Alp."
383,249,near,nonpun,7.691046171454762e-13,9.17621755503256,"A mass of people were in the town square for the concert."
384,80,near,pun,0.20767763625081753,9.448347545882873,"Women who wear $200.00 perfume obviously are known to have no common scents."
385,175,near,nonpun,6.738574987544919e-09,8.369372730473179,"The space launch took place this morning."
386,56,near,pun,0.0027652653850904095,9.866611623462319,"Some planes are so cramped that passengers suffer jet leg."
387,35,near,pun,0.6739046577874657,9.294125864316257,"John plans to retire in the spring and, like the trees around us, will be leafing."
388,11,near,pun,0.17008604876535297,9.533215669971536,"After getting pranked by his friends and getting hit with a basket, Aron knew they had a wicker sense of humor."
389,164,near,nonpun,7.773649900653093e-06,8.264942000060502,"Prince William is heir to the British throne."
390,241,near,nonpun,8.265234156785633e-11,10.112732875023177,"My notebook has thin blue lines printed on each page."
391,257,near,nonpun,3.8410373018070415e-12,8.12364860098483,"After twenty years in prison, he was a free man."
392,40,near,pun,0.2255559193752979,9.550166335699057,"My battery had an alkaline problem, so it went to AA meetings."
393,305,near,nonpun,6.547232573437027e-06,7.5242063835810225,"Everyone admired his resolution when he quit smoking."
394,184,near,nonpun,7.432478519895575e-11,8.116775903722417,"The end of the nuclear arms race began a new epoch of peace and cooperation."
395,227,near,nonpun,0.00041324806337277676,7.855256718065293,"Rats tore into the meat with their strong incisors."
396,214,near,nonpun,5.713180834036558e-09,10.81731616383954,"Rats, mice, and flies are regarded as pests."
397,222,near,nonpun,0.0015188762959920743,8.49245574253251,"Prisms can be used to reflect and split light."
398,297,near,nonpun,4.779006023950191e-10,9.508378369261717,"Tooth decay can result from poor dental hygiene."
399,3,near,pun,3.548338879708138e-06,8.677839496207724,"A handlebar mustache may look ridiculous, but symmetrical eyelashes are even cilia."
400,58,near,pun,0.00791495979000376,9.157482959468878,"The actor was never quite right after he retired. He had Post Dramatic Stress Disorder."
401,276,near,nonpun,0.0003911587010653934,8.056452460359173,"The family had roast leg of lamb for dinner."
402,216,near,nonpun,6.059928980714281e-10,7.81890758144245,"Runners need strong legs."
403,50,near,pun,1.1865995567117139e-08,8.193453787998571,"Scarecrows are always garden their patch."
404,51,near,pun,0.04708445970293288,9.05496975016265,"Selling coffee has its perks for those who have bean so lucky."
405,22,near,pun,1.391977894861179e-06,11.738706353096198,"Even though he contributes either the X or Y chromosome, when a father chooses the sex of his child it's just a sperm of the moment decision."
406,283,near,nonpun,5.137106397404966e-10,7.601577695970341,"He tried to hide his irritation but it showed on his face."
407,52,near,pun,0.1721684922499196,8.563911451599017,"Sign on a broken perfume bottle, Out of odor."
408,260,near,nonpun,1.4132302590053594e-11,7.607672431716149,"His office is in a skyscraper."
409,173,near,nonpun,0.0002175768213407794,7.859279165106916,"Dancers whirled on the stage."
410,62,near,pun,0.3553633864565263,10.931965461297928,"The optical scientist who stole his colleague's bifocals was sentenced to three years in a state prism."
411,7,near,pun,0.3744583981782686,9.469834968092187,"A pet store had a bird contest with no perches necessary."
412,258,near,nonpun,2.125212738224099e-09,7.801686316269999,"Her strong criticism hurt her daughter's feelings."
413,38,near,pun,0.0008868099778653232,7.586506322708207,"Many people are strongly attracted to a magnate."
414,294,near,nonpun,3.151031496600015e-12,7.621951907678926,"She is the best student in the class."
415,192,near,nonpun,5.5838292568389196e-05,7.581426971826423,"The tabloid newspaper libeled a movie star."
416,2,near,pun,0.029841544117001403,9.47620125919683,"A dentist has to tell a patient the whole tooth."
417,53,near,pun,0.03936167830222371,9.330629854577724,"Sign: 'Please turn out the lights. Thanks a watt.'"
418,10,near,pun,2.7078968881622908e-08,7.974510398115684,"A thief who stole cutlery without leaving a clue was called the 'stainless stealer.'"
419,31,near,pun,0.6930510864570593,9.658688435732996,"If you spend too much time in the coffee shop you'll be latte for work."
420,36,near,pun,1.889449593018425e-05,9.613326593829175,"Just in time for Thanksgiving: a blockbuster movie about sweet potatoes, called 'The Silence of the Yams'."
421,200,near,nonpun,2.982745912209625e-06,8.729485170295078,"He tried out an alkaline diet to maintain the body's ideal pH balance."
422,213,near,nonpun,6.065772051534939e-06,10.832336142750204,"My desk lamp uses a 60-watt light bulb."
423,274,near,nonpun,3.962996231746914e-08,8.391259078772638,"That man uses profane language."
424,73,near,pun,0.619169502875812,10.713360117883408,"What does a villain call his silverware? Weapons of mass digestion."
425,311,near,nonpun,2.4911496168889128e-08,8.374097926826213,"He couldn't wait to open his Christmas presents."
426,63,near,pun,0.0067420446632109506,9.020420076518793,"The plumber explained that the problem in my kitchen was just water under the fridge."
427,9,near,pun,0.08480190943274432,9.543900505049878,"A rubber band pistol was confiscated from algebra class because it was a weapon of math disruption."
428,275,near,nonpun,7.644763630140194e-12,7.5766976216694655,"He is leaving work right now."
429,281,near,nonpun,1.396020180297392e-10,8.641869488071983,"The boss told us to work late on a holiday; he is a slave driver."
430,218,near,nonpun,6.020755945857037e-09,8.45813383499635,"He has written dramatic works for the stage.�"
431,37,near,pun,1.7093327515973293e-05,10.381753486505676,"Last night, I kept dreaming that I had written Lord of the Rings. The wife said I'd been Tolkien in my sleep."
432,197,near,nonpun,2.5961508154890383e-08,9.391957491876862,"Tolkien wrote Lord of the Rings."
433,57,near,pun,0.0073921075144820735,9.924787658519554,"Ten years without brushing causes horrible tooth decade."
434,256,near,nonpun,1.0416797231086711e-10,7.834286964594176,"Blue and yellow make green."
